Year,Family,Genus,Reported.Taxon,Quantity,Unit,Importer,Exporter,Origin,Purpose,Source,Reporter.Type
2018,Alopiidae,Alopias,Alopias pelagicus,482,kg,HK,MX,,T,W,I
2020,Carcharhinidae,Carcharhinus,Carcharhinus longimanus,180,kg,CN,SN,,T,W,E
2020,Lamnidae,Isurus,Isurus oxyrinchus,70,kg,CN,SN,,T,W,E
2020,Sphyrnidae,Sphyrna,Sphyrna zygaena,250,kg,CN,SN,,T,W,E
2020,Lamnidae,Isurus,Isurus oxyrinchus,1792,kg,TW,SC,,T,W,E
2020,Lamnidae,Isurus,Isurus oxyrinchus,7869,kg,KP,NAM,,T,W,E
2017,Sphyrnidae,Sphyrna,Sphyrna lewini,130,kg,HK,PE,,T,W,E
2021,Lamnidae,Isurus,Isurus oxyrinchus,720,kg,KR,TW,,T,W,I
2018,Alopiidae,Alopias,Alopias pelagicus,193.2,kg,HK,CR,,T,W,I
2018,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1458.2,kg,HK,CR,,T,W,I
2022,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,500,kg,SG,LK,,T,W,E
2022,Sphyrnidae,Sphyrna,Sphyrna lewini,300,kg,SG,LK,,T,W,E
2019,Alopiidae,Alopias,Alopias pelagicus,22.7,kg,US,NI,,T,W,E
2019,Sphyrnidae,Sphyrna,Sphyrna lewini,24,kg,US,NI,,T,W,E
2019,Sphyrnidae,Sphyrna,Sphyrna mokarran,35,kg,US,NI,,T,W,E
2021,Lamnidae,Isurus,Isurus oxyrinchus,365,kg,SG,NAM,,T,W,E
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,464,kg,HK,MX,,T,W,I
2021,Lamnidae,Isurus,Isurus oxyrinchus,1218,kg,SG,NAM,,T,W,E
2020,Lamnidae,Isurus,Isurus oxyrinchus,1765,kg,SG,ES,,T,O,I
2018,Alopiidae,Alopias,Alopias spp.,117.6,kg,HK,SV,,T,W,I
2021,Alopiidae,Alopias,Alopias pelagicus,11960,kg,PE,EC,,T,W,E
2017,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,80.92,kg,HK,PE,,T,W,E
2018,Alopiidae,Alopias,Alopias spp.,157.55,kg,HK,SV,,T,W,I
2018,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1826.55,kg,HK,SV,,T,W,I
2021,Sphyrnidae,Sphyrna,Sphyrna mokarran,96,kg,HK,MX,,T,W,I
2019,Myliobatidae,Mobula,Mobula japanica,200,kg,HK,LK,,T,W,E
2019,Myliobatidae,Mobula,Mobula tarapacana,225,kg,HK,LK,,T,W,E
2020,Sphyrnidae,Sphyrna,Sphyrna zygaena,594,kg,SG,PE,,T,W,I
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,355.29,kg,HK,MX,,T,W,I
2018,Alopiidae,Alopias,Alopias pelagicus,3600,kg,PE,EC,,T,O,E
2018,Alopiidae,Alopias,Alopias superciliosus,80,kg,PE,EC,,T,O,E
2018,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,40,kg,PE,EC,,T,O,E
2016,Sphyrnidae,Sphyrna,Sphyrna zygaena,365,kg,HK,MX,,T,W,E
2021,Lamnidae,Isurus,Isurus oxyrinchus,13147,kg,SG,ZA,,T,W,I
2020,Alopiidae,Alopias,Alopias pelagicus,668.1,kg,CN,MX,,T,W,E
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,272.3,kg,CN,MX,,T,W,E
2020,Sphyrnidae,Sphyrna,Sphyrna lewini,283.6,kg,CN,MX,,T,W,E
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1800,kg,HK,LK,,T,W,E
2021,Lamnidae,Isurus,Isurus oxyrinchus,400,kg,HK,LK,,T,W,E
2021,Sphyrnidae,Sphyrna,Sphyrna zygaena,300,kg,HK,LK,,T,W,E
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,355,kg,CN,MX,,T,W,E
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,208.2,kg,CN,MX,,T,W,E
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,8000,kg,HK,LK,,T,W,E
2022,Lamnidae,Isurus,Isurus oxyrinchus,100,kg,HK,LK,,T,W,E
2022,Sphyrnidae,Sphyrna,Sphyrna lewini,150,kg,HK,LK,,T,W,E
2020,Sphyrnidae,Sphyrna,Sphyrna lewini,158.53,kg,CN,MX,,T,W,E
2021,Carcharhinidae,Carcharhinus,Carcharhinus longimanus,500,kg,HK,YE,,T,W,E
2020,Lamnidae,Isurus,Isurus oxyrinchus,865,kg,PT,NAM,,T,W,E
2017,Carcharhinidae,Carcharhinus,Carcharhinus longimanus,275,kg,HK,IN,,T,W,E
2021,Lamnidae,Isurus,Isurus oxyrinchus,9188,kg,IT,NAM,,T,W,E
2021,Lamnidae,Isurus,Isurus oxyrinchus,3250,kg,IT,NAM,,T,W,E
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,500,kg,HK,ID,,T,W,I
2020,Lamnidae,Isurus,Isurus oxyrinchus,601.5,kg,HK,MA,,T,W,E
2015,Sphyrnidae,Sphyrna,Sphyrna mokarran,687,kg,CN,MX,,T,W,E
2016,Sphyrnidae,Sphyrna,Sphyrna lewini,1288.2,kg,HK,MX,,T,W,E
2021,Alopiidae,Alopias,Alopias pelagicus,2940.45,kg,HK,CR,,T,,E
2018,Sphyrnidae,Sphyrna,Sphyrna lewini,150,kg,HK,PE,,T,W,E
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,23000,kg,MX,CR,,,,E
2019,Alopiidae,Alopias,Alopias pelagicus,335.45,kg,HK,CR,,T,W,I
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1275.15,kg,HK,CR,,T,W,I
2019,Sphyrnidae,Sphyrna,Sphyrna mokarran,455.9,kg,HK,MX,,T,W,I
2020,Lamnidae,Isurus,Isurus oxyrinchus,3480,kg,ES,MA,,T,W,I
2020,Lamnidae,Isurus,Isurus oxyrinchus,9810,kg,ES,SN,,T,W,E
2016,Sphyrnidae,Sphyrna,Sphyrna zygaena,703.2,kg,HK,MX,,T,W,E
2022,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,600,kg,HK,LK,,T,W,E
2019,Carcharhinidae,Carcharhinus,Carcharhinus longimanus,80,kg,CN,SN,,T,W,E
2019,Sphyrnidae,Sphyrna,Sphyrna zygaena,20,kg,CN,SN,,T,W,E
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,403.9,kg,HK,MX,,T,W,I
2021,Carcharhinidae,Carcharhinus,Carcharhinus longimanus,1000,kg,HK,YE,,T,W,E
2022,Alopiidae,Alopias,Alopias pelagicus,6520,kg,PE,EC,,T,W,E
2022,Alopiidae,Alopias,Alopias superciliosus,480,kg,PE,EC,,T,W,E
2022,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,900,kg,PE,EC,,T,W,E
2022,Lamnidae,Isurus,Isurus oxyrinchus,200,kg,PE,EC,,T,W,E
2021,Lamnidae,Isurus,Isurus oxyrinchus,4065,kg,SG,ES,,T,X,I
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,200,kg,CN,MX,,T,W,E
2020,Alopiidae,Alopias,Alopias pelagicus,547,kg,HK,CR,,T,W,I
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,2415.19,kg,HK,CR,,T,W,I
2021,Lamnidae,Isurus,Isurus oxyrinchus,328,kg,HK,ZA,,T,W,I
2020,Sphyrnidae,Sphyrna,Sphyrna zygaena,50,kg,CN,SN,,T,W,E
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,2000,kg,HK,OM,,T,W,I
2020,Carcharhinidae,Carcharhinus,Carcharhinus longimanus,300,kg,HK,OM,,T,W,I
2020,Lamnidae,Isurus,Isurus oxyrinchus,800,kg,HK,OM,,T,W,I
2020,Sphyrnidae,Sphyrna,Sphyrna lewini,950,kg,HK,OM,,T,W,I
2017,Rhincodontidae,Rhincodon,Rhincodon typus,0.2,g,GB,MV,,S,W,E
2020,Myliobatidae,Mobula,Mobula japanica,175,kg,HK,LK,,T,W,E
2020,Myliobatidae,Mobula,Mobula tarapacana,125,kg,HK,LK,,T,W,E
2018,Alopiidae,Alopias,Alopias spp.,274.2,kg,HK,SV,,T,W,I
2018,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1692.32,kg,HK,SV,,T,W,I
2018,Sphyrnidae,Sphyrna,Sphyrna lewini,1.79,kg,HK,SV,,T,W,I
2018,Sphyrnidae,Sphyrna,Sphyrna mokarran,2.63,kg,HK,SV,,T,W,I
2022,Lamnidae,Isurus,Isurus paucus,200,kg,HK,LK,,T,W,E
2021,Sphyrnidae,Sphyrna,Sphyrna lewini,197.3,kg,HK,MX,,T,W,I
2020,Alopiidae,Alopias,Alopias pelagicus,610.25,kg,HK,CR,,,,E
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,3558.69,kg,HK,CR,,,,E
2021,Lamnidae,Isurus,Isurus oxyrinchus,5347,kg,SG,ES,,T,X,I
2021,Sphyrnidae,Sphyrna,Sphyrna zygaena,1173.18,kg,HK,PE,,T,W,E
2021,Myliobatidae,Mobula,Mobula mobular,110,kg,HK,LK,,T,W,E
2021,Myliobatidae,Mobula,Mobula spp.,170,kg,HK,LK,,T,W,E
2021,Myliobatidae,Mobula,Mobula tarapacana,45,kg,HK,LK,,T,W,E
2020,Myliobatidae,Mobula,Mobula japanica,175,kg,HK,LK,,T,W,E
2020,Myliobatidae,Mobula,Mobula tarapacana,225,kg,HK,LK,,T,W,E
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,277,kg,CN,MX,,T,W,E
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,345,kg,HK,LK,,T,W,E
2018,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1136.2,kg,HK,SV,,T,W,I
2018,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,649.5,kg,HK,SV,,T,W,I
2018,Sphyrnidae,Sphyrna,Sphyrna lewini,97,kg,HK,SV,,T,W,I
2018,Sphyrnidae,Sphyrna,Sphyrna lewini,25.4,kg,HK,SV,,T,W,I
2021,Sphyrnidae,Sphyrna,Sphyrna lewini,107.7,kg,HK,MX,,T,W,I
2018,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,358.09,kg,HK,MX,,T,W,I
2018,Sphyrnidae,Sphyrna,Sphyrna zygaena,238.3,kg,HK,MX,,T,W,I
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,113.55,kg,HK,ID,,T,W,E
2020,Lamnidae,Isurus,Isurus oxyrinchus,325,kg,TW,VU,,T,W,E
2022,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,3800,kg,HK,LK,,T,W,E
2022,Lamnidae,Isurus,Isurus oxyrinchus,700,kg,HK,LK,,T,W,E
2022,Sphyrnidae,Sphyrna,Sphyrna zygaena,500,kg,HK,LK,,T,W,E
2019,Alopiidae,Alopias,Alopias pelagicus,408.4,kg,HK,CR,,T,W,I
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,2058.55,kg,HK,CR,,T,W,I
2021,Lamnidae,Isurus,Isurus oxyrinchus,2448.75,kg,HK,ES,HS,T,X,E
2021,Sphyrnidae,Sphyrna,Sphyrna lewini,10,kg,HK,LK,,T,W,E
2021,Sphyrnidae,Sphyrna,Sphyrna zygaena,30,kg,HK,LK,,T,W,E
2021,Lamnidae,Isurus,Isurus oxyrinchus,8936,kg,KR,NAM,,T,W,I
2020,Lamnidae,Isurus,Isurus oxyrinchus,7221,kg,ES,MA,,T,W,E
2017,Sphyrnidae,Sphyrna,Sphyrna lewini,171,kg,HK,US,,T,W,E
2017,Sphyrnidae,Sphyrna,Sphyrna mokarran,266,kg,HK,US,,T,W,E
2020,Sphyrnidae,Sphyrna,Sphyrna mokarran,51.73,kg,CN,MX,,T,W,E
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,23000,kg,MX,CR,,,,E
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1396.2,kg,HK,ID,,T,W,E
2021,Sphyrnidae,Sphyrna,Sphyrna lewini,99.8,kg,HK,ID,,T,W,E
2021,Sphyrnidae,Sphyrna,Sphyrna mokarran,30,kg,HK,ID,,T,W,E
2021,Sphyrnidae,Sphyrna,Sphyrna zygaena,7.8,kg,HK,ID,,T,W,E
2020,Lamnidae,Isurus,Isurus oxyrinchus,49500,kg,TW,JP,,T,W,E
2022,Lamnidae,Isurus,Isurus oxyrinchus,4300,kg,IT,NAM,,T,W,I
2021,Carcharhinidae,Carcharhinus,Carcharhinus longimanus,36,kg,CN,KE,,T,W,E
2021,Lamnidae,Isurus,Isurus oxyrinchus,180,kg,CN,KE,,T,W,E
2021,Sphyrnidae,Sphyrna,Sphyrna lewini,20,kg,CN,KE,,T,W,E
2021,Lamnidae,Isurus,Isurus oxyrinchus,712,kg,KR,TW,,T,W,I
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,266,kg,CN,MX,,T,W,E
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,158,kg,CN,MX,,T,W,E
2020,Myliobatidae,Mobula,Mobula japanica,100,kg,HK,LK,,T,W,E
2020,Myliobatidae,Mobula,Mobula tarapacana,100,kg,HK,LK,,T,W,E
2020,Lamnidae,Isurus,Isurus oxyrinchus,24950,kg,TT,NAM,,T,W,E
2021,Alopiidae,Alopias,Alopias pelagicus,1996.05,kg,PE,EC,,T,W,I
2021,Alopiidae,Alopias,Alopias superciliosus,1110.85,kg,PE,EC,,T,W,I
2021,Lamnidae,Isurus,Isurus oxyrinchus,456.65,kg,PE,EC,,T,W,I
2020,Alopiidae,Alopias,Alopias pelagicus,375.6,kg,SG,PE,,T,W,I
2021,Alopiidae,Alopias,Alopias pelagicus,7881.15,kg,PE,EC,,T,W,I
2021,Alopiidae,Alopias,Alopias superciliosus,1541.4,kg,PE,EC,,T,W,I
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1255.05,kg,PE,EC,,T,W,I
2021,Lamnidae,Isurus,Isurus oxyrinchus,448.75,kg,PE,EC,,T,W,I
2018,Sphyrnidae,Sphyrna,Sphyrna lewini,99.85,kg,HK,MX,,T,W,I
2020,Lamnidae,Isurus,Isurus oxyrinchus,13870,kg,TW,PA,,T,W,E
2016,Sphyrnidae,Sphyrna,Sphyrna lewini,8.15,kg,HK,AU,,T,W,I
2017,Sphyrnidae,Sphyrna,Sphyrna lewini,9,kg,HK,AU,,T,W,I
2016,Sphyrnidae,Sphyrna,Sphyrna mokarran,95.02,kg,HK,AU,,T,W,I
2017,Sphyrnidae,Sphyrna,Sphyrna mokarran,74.74,kg,HK,AU,,T,W,I
2021,Alopiidae,Alopias,Alopias pelagicus,9620,kg,PE,EC,,T,W,I
2021,Lamnidae,Isurus,Isurus oxyrinchus,199,kg,KR,TW,,T,W,I
2016,Sphyrnidae,Sphyrna,Sphyrna lewini,307.8,kg,HK,MX,,T,W,E
2016,Sphyrnidae,Sphyrna,Sphyrna zygaena,544.98,kg,HK,MX,,T,W,E
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,380,kg,CN,MX,,T,W,E
2019,Lamnidae,Isurus,Isurus oxyrinchus,399,kg,ES,HS,,T,O,I
2019,Lamnidae,Isurus,Isurus paucus,905,kg,ES,HS,,T,O,I
2021,Lamnidae,Isurus,Isurus oxyrinchus,67,kg,HK,ID,,T,W,I
2022,Alopiidae,Alopias,Alopias pelagicus,2305,kg,PE,EC,,T,W,E
2022,Alopiidae,Alopias,Alopias superciliosus,200,kg,PE,EC,,T,W,E
2022,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,600,kg,PE,EC,,T,W,E
2022,Lamnidae,Isurus,Isurus oxyrinchus,80,kg,PE,EC,,T,W,E
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,232.4,kg,CN,MX,,T,W,E
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,300,kg,HK,LK,,T,W,E
2019,Myliobatidae,Mobula,Mobula japanica,275,kg,HK,LK,,T,W,E
2019,Myliobatidae,Mobula,Mobula tarapacana,225,kg,HK,LK,,T,W,E
2018,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,515,kg,HK,SV,,T,W,I
2018,Sphyrnidae,Sphyrna,Sphyrna mokarran,49.4,kg,HK,SV,,T,W,I
2018,Sphyrnidae,Sphyrna,Sphyrna zygaena,1.8,kg,HK,SV,,T,W,E
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,5040,kg,HK,LK,,T,W,I
2022,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,3500,kg,HK,LK,,T,W,E
2022,Lamnidae,Isurus,Isurus paucus,250,kg,HK,LK,,T,W,E
2022,Sphyrnidae,Sphyrna,Sphyrna zygaena,250,kg,HK,LK,,T,W,E
2021,Sphyrnidae,Sphyrna,Sphyrna lewini,1500,kg,HK,YE,,T,W,E
2017,Sphyrnidae,Sphyrna,Sphyrna lewini,400.85,kg,HK,MX,,T,W,I
2020,Alopiidae,Alopias,Alopias spp.,11.81,kg,HK,SV,,T,W,E
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,553.95,kg,HK,SV,,T,W,E
2018,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,541,kg,HK,YE,,T,W,E
2020,Sphyrnidae,Sphyrna,Sphyrna lewini,163.86,kg,HK,SV,,T,W,E
2019,Alopiidae,Alopias,Alopias pelagicus,756.2,kg,CN,MX,,T,W,E
2020,Lamnidae,Isurus,Isurus oxyrinchus,2120,kg,KR,VU,,T,W,E
2020,Lamnidae,Isurus,Isurus oxyrinchus,4426,kg,TW,SC,,T,W,E
2021,Sphyrnidae,Sphyrna,Sphyrna zygaena,101.8,kg,SG,PE,,T,W,I
2020,Lamnidae,Isurus,Isurus oxyrinchus,5889,kg,KR,TW,,T,W,I
2021,Alopiidae,Alopias,Alopias pelagicus,8586,kg,PE,EC,,T,W,I
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1850,kg,HK,LK,,T,W,E
2020,Alopiidae,Alopias,Alopias pelagicus,380.4,kg,HK,CR,,T,W,I
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,2392.35,kg,HK,CR,,T,W,I
2021,Myliobatidae,Mobula,Mobula birostris,113.5,kg,HK,LK,,T,W,E
2021,Myliobatidae,Mobula,Mobula japanica,76.9,kg,HK,LK,,T,W,E
2021,Myliobatidae,Mobula,Mobula tarapacana,60.5,kg,HK,LK,,T,W,E
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,615,kg,HK,LK,,T,W,E
2021,Sphyrnidae,Sphyrna,Sphyrna lewini,50,kg,HK,LK,,T,W,E
2020,Alopiidae,Alopias,Alopias vulpinus,285.2,kg,SG,PE,,T,W,I
2017,Sphyrnidae,Sphyrna,Sphyrna lewini,255.7,kg,HK,MX,,T,W,I
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,759,kg,CN,MX,,T,W,E
2022,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,800,kg,HK,LK,,T,W,E
2022,Sphyrnidae,Sphyrna,Sphyrna zygaena,700,kg,HK,LK,,T,W,E
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,275,kg,HK,LK,,T,W,I
2022,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,370,kg,HK,LK,,T,W,E
2021,Sphyrnidae,Sphyrna,Sphyrna lewini,187.5,kg,HK,MX,,T,W,I
2021,Alopiidae,Alopias,Alopias pelagicus,139.1,kg,HK,MX,,T,W,I
2021,Myliobatidae,Mobula,Mobula mobular,100,kg,HK,LK,,T,W,E
2021,Myliobatidae,Mobula,Mobula spp.,230,kg,HK,LK,,T,W,E
2021,Myliobatidae,Mobula,Mobula tarapacana,150,kg,HK,LK,,T,W,E
2019,Carcharhinidae,Carcharhinus,Carcharhinus longimanus,150,kg,HK,SN,,T,W,I
2019,Sphyrnidae,Sphyrna,Sphyrna zygaena,100,kg,HK,SN,,T,W,I
2020,Lamnidae,Isurus,Isurus oxyrinchus,8964,kg,KP,NAM,,T,W,E
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,519.27,kg,HK,SV,,T,W,E
2021,Sphyrnidae,Sphyrna,Sphyrna lewini,167.38,kg,HK,SV,,T,W,E
2018,Sphyrnidae,Sphyrna,Sphyrna zygaena,50,kg,CN,SN,,T,W,E
2021,Sphyrnidae,Sphyrna,Sphyrna lewini,10,kg,HK,NI,,T,W,I
2021,Sphyrnidae,Sphyrna,Sphyrna mokarran,30.5,kg,HK,NI,,T,W,I
2022,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1200,kg,HK,LK,,T,W,E
2022,Lamnidae,Isurus,Isurus oxyrinchus,200,kg,HK,LK,,T,W,E
2022,Lamnidae,Isurus,Isurus paucus,200,kg,HK,LK,,T,W,E
2022,Sphyrnidae,Sphyrna,Sphyrna lewini,100,kg,HK,LK,,T,W,E
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,124.47,kg,CN,MX,,T,W,E
2021,Alopiidae,Alopias,Alopias superciliosus,1500,kg,HK,OM,,T,W,E
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,550,kg,HK,OM,,T,W,E
2021,Carcharhinidae,Carcharhinus,Carcharhinus longimanus,300,kg,HK,OM,,T,W,E
2021,Sphyrnidae,Sphyrna,Sphyrna mokarran,2000,kg,HK,OM,,T,W,E
2020,Sphyrnidae,Sphyrna,Sphyrna zygaena,908,kg,HK,PE,,T,W,I
2020,Lamnidae,Isurus,Isurus oxyrinchus,24390,kg,KR,ES,,T,O,I
2021,Myliobatidae,Mobula,Mobula spp.,400,kg,HK,LK,,T,W,E
2021,Myliobatidae,Mobula,Mobula tarapacana,150,kg,HK,LK,,T,W,E
2021,Lamnidae,Isurus,Isurus oxyrinchus,3578,kg,SG,ES,HS,T,X,E
2018,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,300,kg,HK,PE,,T,W,I
2020,Lamnidae,Isurus,Isurus oxyrinchus,1231,kg,KR,TW,,T,W,I
2020,Lamnidae,Isurus,Isurus oxyrinchus,9879,kg,KR,TW,,T,W,I
2020,Lamnidae,Isurus,Isurus oxyrinchus,424,kg,KR,TW,,T,W,I
2020,Lamnidae,Isurus,Isurus oxyrinchus,12223,kg,KR,TW,,T,W,I
2020,Lamnidae,Isurus,Isurus oxyrinchus,611,kg,KR,TW,,T,W,I
2020,Lamnidae,Isurus,Isurus oxyrinchus,13159,kg,KR,TW,,T,W,I
2020,Lamnidae,Isurus,Isurus oxyrinchus,3279,kg,KR,TW,,T,W,I
2020,Lamnidae,Isurus,Isurus oxyrinchus,877,kg,KR,TW,,T,W,I
2020,Lamnidae,Isurus,Isurus oxyrinchus,473,kg,KR,TW,,T,W,I
2020,Lamnidae,Isurus,Isurus oxyrinchus,6118,kg,KR,TW,,T,W,I
2020,Lamnidae,Isurus,Isurus oxyrinchus,847,kg,KR,TW,,T,W,I
2022,Myliobatidae,Mobula,Mobula japanica,300,kg,HK,LK,,T,W,E
2022,Myliobatidae,Mobula,Mobula spp.,400,kg,HK,LK,,T,W,E
2022,Myliobatidae,Mobula,Mobula tarapacana,300,kg,HK,LK,,T,W,E
2021,Lamnidae,Isurus,Isurus oxyrinchus,1314,kg,SG,NAM,,T,W,I
2021,Lamnidae,Isurus,Isurus oxyrinchus,5280,kg,TW,JP,,T,W,E
2021,Lamnidae,Isurus,Isurus oxyrinchus,19720,kg,TW,JP,,T,W,E
2018,Alopiidae,Alopias,Alopias pelagicus,315.1,kg,HK,MX,,T,W,I
2018,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,160.8,kg,HK,MX,,T,W,I
2020,Lamnidae,Isurus,Isurus oxyrinchus,24944,kg,KR,NAM,,T,W,I
2020,Alopiidae,Alopias,Alopias pelagicus,410.1,kg,CN,MX,,T,W,E
2021,Sphyrnidae,Sphyrna,Sphyrna lewini,4.4,kg,HK,LK,,T,W,I
2021,Sphyrnidae,Sphyrna,Sphyrna zygaena,21.2,kg,HK,LK,,T,W,I
2020,Sphyrnidae,Sphyrna,Sphyrna zygaena,24.7,kg,SG,PE,,T,W,I
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,759,kg,HK,MX,,T,W,I
2019,Alopiidae,Alopias,Alopias pelagicus,197.3,kg,HK,CR,,,,E
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1587.05,kg,HK,CR,,,,E
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,334.9,kg,HK,MX,,T,W,I
2020,Lamnidae,Isurus,Isurus oxyrinchus,25014,kg,KR,TW,,T,W,I
2022,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,250,kg,HK,LK,,T,W,E
2022,Lamnidae,Isurus,Isurus oxyrinchus,700,kg,HK,LK,,T,W,E
2021,Alopiidae,Alopias,Alopias pelagicus,9549,kg,PE,EC,,T,W,I
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,439.79,kg,CN,MX,,T,W,E
2020,Lamnidae,Isurus,Isurus oxyrinchus,4510,kg,TW,VU,,T,W,E
2019,Sphyrnidae,Sphyrna,Sphyrna zygaena,300,kg,CN,MX,,T,W,E
2022,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,621.15,kg,HK,LK,,T,W,E
2022,Lamnidae,Isurus,Isurus oxyrinchus,47,kg,HK,LK,,T,W,E
2022,Sphyrnidae,Sphyrna,Sphyrna lewini,15.85,kg,HK,LK,,T,W,E
2022,Sphyrnidae,Sphyrna,Sphyrna zygaena,4.65,kg,HK,LK,,T,W,E
2020,Lamnidae,Isurus,Isurus oxyrinchus,1973,kg,TW,VU,,T,W,E
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,3762.7,kg,HK,ID,,T,W,E
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,23137,kg,MX,CR,,T,W,I
2021,Lamnidae,Isurus,Isurus oxyrinchus,4501,kg,KR,TW,,T,W,I
2021,Alopiidae,Alopias,Alopias pelagicus,14720,kg,PE,EC,,T,W,I
2020,Lamnidae,Isurus,Isurus oxyrinchus,2090.9,kg,SG,NAM,,T,W,I
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,300,kg,HK,LK,,T,W,E
2020,Lamnidae,Isurus,Isurus oxyrinchus,24000,kg,KR,ZA,,T,W,E
2020,Lamnidae,Isurus,Isurus oxyrinchus,450,kg,TW,VU,,T,W,E
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,429.48,kg,HK,SV,,T,W,E
2020,Sphyrnidae,Sphyrna,Sphyrnidae spp.,623.45,kg,HK,SV,,T,W,E
2022,Lamnidae,Isurus,Isurus oxyrinchus,100,kg,HK,LK,,T,W,E
2022,Lamnidae,Isurus,Isurus paucus,50,kg,HK,LK,,T,W,E
2021,Lamnidae,Isurus,Isurus oxyrinchus,4437,kg,KR,TW,,T,W,I
2020,Lamnidae,Isurus,Isurus oxyrinchus,141.3,kg,IT,SN,,T,W,E
2021,Alopiidae,Alopias,Alopias pelagicus,3000,kg,PE,EC,,T,W,E
2021,Alopiidae,Alopias,Alopias superciliosus,1000,kg,PE,EC,,T,W,E
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1502,kg,PE,EC,,T,W,E
2021,Lamnidae,Isurus,Isurus oxyrinchus,522,kg,PE,EC,,T,W,E
2022,Lamnidae,Isurus,Isurus paucus,250,kg,HK,LK,,T,W,E
2022,Sphyrnidae,Sphyrna,Sphyrna zygaena,250,kg,HK,LK,,T,W,E
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,700,kg,SG,LK,,T,W,I
